lemma,mood,tense,person,value,status,note
huir,imperative,impAff,3p,huyan,Mismatch,Esperado: huan
huir,imperative,impNeg,2s_tu,no huyas,Mismatch,Esperado: no huas
huir,imperative,impNeg,2s_vos,no huyas,Mismatch,Esperado: no huas
huir,imperative,impNeg,3s,no huya,Mismatch,Esperado: no hua
huir,imperative,impNeg,1p,no huyamos,Mismatch,Esperado: no huamos
huir,imperative,impNeg,2p_vosotros,no huyáis,Mismatch,Esperado: no huáis
huir,imperative,impNeg,3p,no huyan,Mismatch,Esperado: no huan
huir,subjunctive,subjImpf,1s,huyera,Unknown-tense,No hay generador para este modo/tiempo
huir,subjunctive,subjImpf,2s_tu,huyeras,Unknown-tense,No hay generador para este modo/tiempo
huir,subjunctive,subjImpf,2s_vos,huyeras,Unknown-tense,No hay generador para este modo/tiempo
huir,subjunctive,subjImpf,3s,huyera,Unknown-tense,No hay generador para este modo/tiempo
huir,subjunctive,subjImpf,1p,huyéramos,Unknown-tense,No hay generador para este modo/tiempo
huir,subjunctive,subjImpf,2p_vosotros,huyerais,Unknown-tense,No hay generador para este modo/tiempo
huir,subjunctive,subjImpf,3p,huyeran,Unknown-tense,No hay generador para este modo/tiempo
contribuir,indicative,pres,1s,contribuyo,Mismatch,Esperado: contribuo
contribuir,indicative,pres,2s_tu,contribuyes,Mismatch,Esperado: contribues
contribuir,indicative,pres,3s,contribuye,Mismatch,Esperado: contribue
contribuir,indicative,pres,3p,contribuyen,Mismatch,Esperado: contribuen
contribuir,indicative,pretIndef,3s,contribuyó,Mismatch,Esperado: contribuió
contribuir,indicative,pretIndef,3p,contribuyeron,Mismatch,Esperado: contribuieron
contribuir,subjunctive,subjPres,1s,contribuya,Mismatch,Esperado: contribua
contribuir,subjunctive,subjPres,2s_tu,contribuyas,Mismatch,Esperado: contribuas | 'accepts' inválido para vos: contribuyas (esperado contribuas)
contribuir,subjunctive,subjPres,3s,contribuya,Mismatch,Esperado: contribua
contribuir,subjunctive,subjPres,1p,contribuyamos,Mismatch,Esperado: contribuamos
contribuir,subjunctive,subjPres,2p_vosotros,contribuyáis,Mismatch,Esperado: contribuáis
contribuir,subjunctive,subjPres,3p,contribuyan,Mismatch,Esperado: contribuan
contribuir,nonfinite,ger,,contribuyendo,Mismatch,Esperado: contribuiendo
contribuir,subjunctive,subjPres,2s_vos,contribuyas,Mismatch,Esperado: contribuas
contribuir,imperative,impAff,3s,contribuya,Mismatch,Esperado: contribua
contribuir,imperative,impAff,1p,contribuyamos,Mismatch,Esperado: contribuamos
contribuir,imperative,impAff,3p,contribuyan,Mismatch,Esperado: contribuan
contribuir,imperative,impNeg,2s_tu,no contribuyas,Mismatch,Esperado: no contribuas
contribuir,imperative,impNeg,2s_vos,no contribuyas,Mismatch,Esperado: no contribuas
contribuir,imperative,impNeg,3s,no contribuya,Mismatch,Esperado: no contribua
contribuir,imperative,impNeg,1p,no contribuyamos,Mismatch,Esperado: no contribuamos
contribuir,imperative,impNeg,2p_vosotros,no contribuyáis,Mismatch,Esperado: no contribuáis
contribuir,imperative,impNeg,3p,no contribuyan,Mismatch,Esperado: no contribuan
contribuir,subjunctive,subjImpf,1s,contribuyera,Unknown-tense,No hay generador para este modo/tiempo
contribuir,subjunctive,subjImpf,2s_tu,contribuyeras,Unknown-tense,No hay generador para este modo/tiempo
contribuir,subjunctive,subjImpf,2s_vos,contribuyeras,Unknown-tense,No hay generador para este modo/tiempo
contribuir,subjunctive,subjImpf,3s,contribuyera,Unknown-tense,No hay generador para este modo/tiempo
contribuir,subjunctive,subjImpf,1p,contribuyéramos,Unknown-tense,No hay generador para este modo/tiempo
contribuir,subjunctive,subjImpf,2p_vosotros,contribuyerais,Unknown-tense,No hay generador para este modo/tiempo
contribuir,subjunctive,subjImpf,3p,contribuyeran,Unknown-tense,No hay generador para este modo/tiempo
distribuir,indicative,pres,1s,distribuyo,Mismatch,Esperado: distribuo
distribuir,indicative,pres,2s_tu,distribuyes,Mismatch,Esperado: distribues
distribuir,indicative,pres,3s,distribuye,Mismatch,Esperado: distribue
distribuir,indicative,pres,3p,distribuyen,Mismatch,Esperado: distribuen
distribuir,indicative,pretIndef,3s,distribuyó,Mismatch,Esperado: distribuió
distribuir,indicative,pretIndef,3p,distribuyeron,Mismatch,Esperado: distribuieron
distribuir,subjunctive,subjPres,1s,distribuya,Mismatch,Esperado: distribua
distribuir,subjunctive,subjPres,2s_tu,distribuyas,Mismatch,Esperado: distribuas | 'accepts' inválido para vos: distribuyas (esperado distribuas)
distribuir,subjunctive,subjPres,3s,distribuya,Mismatch,Esperado: distribua
distribuir,subjunctive,subjPres,1p,distribuyamos,Mismatch,Esperado: distribuamos
distribuir,subjunctive,subjPres,2p_vosotros,distribuyáis,Mismatch,Esperado: distribuáis
distribuir,subjunctive,subjPres,3p,distribuyan,Mismatch,Esperado: distribuan
distribuir,nonfinite,ger,,distribuyendo,Mismatch,Esperado: distribuiendo
distribuir,subjunctive,subjPres,2s_vos,distribuyas,Mismatch,Esperado: distribuas
distribuir,imperative,impAff,3s,distribuya,Mismatch,Esperado: distribua
distribuir,imperative,impAff,1p,distribuyamos,Mismatch,Esperado: distribuamos
distribuir,imperative,impAff,3p,distribuyan,Mismatch,Esperado: distribuan
distribuir,imperative,impNeg,2s_tu,no distribuyas,Mismatch,Esperado: no distribuas
distribuir,imperative,impNeg,2s_vos,no distribuyas,Mismatch,Esperado: no distribuas
distribuir,imperative,impNeg,3s,no distribuya,Mismatch,Esperado: no distribua
distribuir,imperative,impNeg,1p,no distribuyamos,Mismatch,Esperado: no distribuamos
distribuir,imperative,impNeg,2p_vosotros,no distribuyáis,Mismatch,Esperado: no distribuáis
distribuir,imperative,impNeg,3p,no distribuyan,Mismatch,Esperado: no distribuan
distribuir,subjunctive,subjImpf,1s,distribuyera,Unknown-tense,No hay generador para este modo/tiempo
distribuir,subjunctive,subjImpf,2s_tu,distribuyeras,Unknown-tense,No hay generador para este modo/tiempo
distribuir,subjunctive,subjImpf,2s_vos,distribuyeras,Unknown-tense,No hay generador para este modo/tiempo
distribuir,subjunctive,subjImpf,3s,distribuyera,Unknown-tense,No hay generador para este modo/tiempo
distribuir,subjunctive,subjImpf,1p,distribuyéramos,Unknown-tense,No hay generador para este modo/tiempo
distribuir,subjunctive,subjImpf,2p_vosotros,distribuyerais,Unknown-tense,No hay generador para este modo/tiempo
distribuir,subjunctive,subjImpf,3p,distribuyeran,Unknown-tense,No hay generador para este modo/tiempo
atribuir,indicative,pres,1s,atribuyo,Mismatch,Esperado: atribuo
atribuir,indicative,pres,2s_tu,atribuyes,Mismatch,Esperado: atribues
atribuir,indicative,pres,3s,atribuye,Mismatch,Esperado: atribue
atribuir,indicative,pres,3p,atribuyen,Mismatch,Esperado: atribuen
atribuir,indicative,pretIndef,3s,atribuyó,Mismatch,Esperado: atribuió
atribuir,indicative,pretIndef,3p,atribuyeron,Mismatch,Esperado: atribuieron
atribuir,subjunctive,subjPres,1s,atribuya,Mismatch,Esperado: atribua
atribuir,subjunctive,subjPres,2s_tu,atribuyas,Mismatch,Esperado: atribuas | 'accepts' inválido para vos: atribuyas (esperado atribuas)
atribuir,subjunctive,subjPres,3s,atribuya,Mismatch,Esperado: atribua
atribuir,subjunctive,subjPres,1p,atribuyamos,Mismatch,Esperado: atribuamos
atribuir,subjunctive,subjPres,2p_vosotros,atribuyáis,Mismatch,Esperado: atribuáis
atribuir,subjunctive,subjPres,3p,atribuyan,Mismatch,Esperado: atribuan
atribuir,nonfinite,ger,,atribuyendo,Mismatch,Esperado: atribuiendo
atribuir,subjunctive,subjImpf,1s,atribuyra,Unknown-tense,No hay generador para este modo/tiempo
atribuir,subjunctive,subjImpf,2s_tu,atribuyras,Unknown-tense,No hay generador para este modo/tiempo
atribuir,subjunctive,subjImpf,2s_vos,atribuyras,Unknown-tense,No hay generador para este modo/tiempo
atribuir,subjunctive,subjImpf,3s,atribuyra,Unknown-tense,No hay generador para este modo/tiempo
atribuir,subjunctive,subjImpf,1p,atribúyramos,Unknown-tense,No hay generador para este modo/tiempo
atribuir,subjunctive,subjImpf,2p_vosotros,atribuyrais,Unknown-tense,No hay generador para este modo/tiempo
atribuir,subjunctive,subjImpf,3p,atribuyran,Unknown-tense,No hay generador para este modo/tiempo
atribuir,subjunctive,subjPres,2s_vos,atribuyas,Mismatch,Esperado: atribuas
atribuir,imperative,impNeg,2s_vos,no atribuyas,Mismatch,Esperado: no atribuas
andar,indicative,pretIndef,1s,anduve,Mismatch,Esperado: andé
andar,indicative,pretIndef,2s_tu,anduviste,Mismatch,Esperado: andaste
andar,indicative,pretIndef,2s_vos,anduviste,Mismatch,Esperado: andaste
andar,indicative,pretIndef,3s,anduvo,Mismatch,Esperado: andó
andar,indicative,pretIndef,1p,anduvimos,Mismatch,Esperado: andamos
andar,indicative,pretIndef,2p_vosotros,anduvisteis,Mismatch,Esperado: andasteis
andar,indicative,pretIndef,3p,anduvieron,Mismatch,Esperado: andaron
andar,subjunctive,subjImpf,1s,anduvara,Unknown-tense,No hay generador para este modo/tiempo
andar,subjunctive,subjImpf,2s_tu,anduvaras,Unknown-tense,No hay generador para este modo/tiempo
andar,subjunctive,subjImpf,2s_vos,anduvaras,Unknown-tense,No hay generador para este modo/tiempo
andar,subjunctive,subjImpf,3s,anduvara,Unknown-tense,No hay generador para este modo/tiempo
andar,subjunctive,subjImpf,1p,anduváramos,Unknown-tense,No hay generador para este modo/tiempo
andar,subjunctive,subjImpf,2p_vosotros,anduvarais,Unknown-tense,No hay generador para este modo/tiempo
andar,subjunctive,subjImpf,3p,anduvaran,Unknown-tense,No hay generador para este modo/tiempo
servir,indicative,pres,1s,sirvo,Mismatch,Esperado: servo
servir,indicative,pres,2s_tu,sirves,Mismatch,Esperado: serves
servir,indicative,pres,2s_vos,servís,Mismatch, | 'accepts' inválido para tu: sirves (esperado serves)
servir,indicative,pres,3s,sirve,Mismatch,Esperado: serve
servir,indicative,pres,3p,sirven,Mismatch,Esperado: serven
servir,indicative,pretIndef,3s,sirvió,Mismatch,Esperado: servió
servir,indicative,pretIndef,3p,sirvieron,Mismatch,Esperado: servieron
servir,nonfinite,ger,,sirviendo,Mismatch,Esperado: serviendo
servir,subjunctive,subjPres,1s,sirva,Mismatch,Esperado: serva
servir,subjunctive,subjPres,2s_tu,sirvas,Mismatch,Esperado: servas
servir,subjunctive,subjPres,2s_vos,sirvas,Mismatch,Esperado: servas
servir,subjunctive,subjPres,3s,sirva,Mismatch,Esperado: serva
servir,subjunctive,subjPres,1p,sirvamos,Mismatch,Esperado: servamos
servir,subjunctive,subjPres,2p_vosotros,sirváis,Mismatch,Esperado: serváis
servir,subjunctive,subjPres,3p,sirvan,Mismatch,Esperado: servan
servir,imperative,impAff,3s,sirva,Mismatch,Esperado: serva
servir,imperative,impAff,1p,sirvamos,Mismatch,Esperado: servamos
servir,imperative,impAff,3p,sirvan,Mismatch,Esperado: servan
servir,imperative,impNeg,2s_tu,no sirvas,Mismatch,Esperado: no servas
servir,imperative,impNeg,2s_vos,no sirvas,Mismatch,Esperado: no servas
servir,imperative,impNeg,3s,no sirva,Mismatch,Esperado: no serva
servir,imperative,impNeg,1p,no sirvamos,Mismatch,Esperado: no servamos
servir,imperative,impNeg,2p_vosotros,no sirváis,Mismatch,Esperado: no serváis
servir,imperative,impNeg,3p,no sirvan,Mismatch,Esperado: no servan
servir,subjunctive,subjImpf,1s,sirvra,Unknown-tense,No hay generador para este modo/tiempo
servir,subjunctive,subjImpf,2s_tu,sirvras,Unknown-tense,No hay generador para este modo/tiempo
servir,subjunctive,subjImpf,2s_vos,sirvras,Unknown-tense,No hay generador para este modo/tiempo
servir,subjunctive,subjImpf,3s,sirvra,Unknown-tense,No hay generador para este modo/tiempo
servir,subjunctive,subjImpf,1p,sírvramos,Unknown-tense,No hay generador para este modo/tiempo
servir,subjunctive,subjImpf,2p_vosotros,sirvrais,Unknown-tense,No hay generador para este modo/tiempo
servir,subjunctive,subjImpf,3p,sirvran,Unknown-tense,No hay generador para este modo/tiempo
repetir,indicative,pres,1s,repito,Mismatch,Esperado: repeto
repetir,indicative,pres,2s_tu,repites,Mismatch,Esperado: repetes
repetir,indicative,pres,2s_vos,repetís,Mismatch, | 'accepts' inválido para tu: repites (esperado repetes)
repetir,indicative,pres,3s,repite,Mismatch,Esperado: repete
repetir,indicative,pres,3p,repiten,Mismatch,Esperado: repeten
repetir,indicative,pretIndef,3s,repitió,Mismatch,Esperado: repetió
repetir,indicative,pretIndef,3p,repitieron,Mismatch,Esperado: repetieron
repetir,nonfinite,ger,,repitiendo,Mismatch,Esperado: repetiendo
repetir,subjunctive,subjImpf,1s,repitra,Unknown-tense,No hay generador para este modo/tiempo
repetir,subjunctive,subjImpf,2s_tu,repitras,Unknown-tense,No hay generador para este modo/tiempo
repetir,subjunctive,subjImpf,2s_vos,repitras,Unknown-tense,No hay generador para este modo/tiempo
repetir,subjunctive,subjImpf,3s,repitra,Unknown-tense,No hay generador para este modo/tiempo
repetir,subjunctive,subjImpf,1p,repítramos,Unknown-tense,No hay generador para este modo/tiempo
repetir,subjunctive,subjImpf,2p_vosotros,repitrais,Unknown-tense,No hay generador para este modo/tiempo
repetir,subjunctive,subjImpf,3p,repitran,Unknown-tense,No hay generador para este modo/tiempo
repetir,subjunctive,subjPres,1s,repita,Mismatch,Esperado: repeta
repetir,subjunctive,subjPres,2s_tu,repitas,Mismatch,Esperado: repetas
repetir,subjunctive,subjPres,2s_vos,repitas,Mismatch,Esperado: repetas
repetir,subjunctive,subjPres,3s,repita,Mismatch,Esperado: repeta
repetir,subjunctive,subjPres,1p,repitamos,Mismatch,Esperado: repetamos
repetir,subjunctive,subjPres,2p_vosotros,repitáis,Mismatch,Esperado: repetáis
repetir,subjunctive,subjPres,3p,repitan,Mismatch,Esperado: repetan
repetir,imperative,impAff,3s,repita,Mismatch,Esperado: repeta
repetir,imperative,impAff,1p,repitamos,Mismatch,Esperado: repetamos
repetir,imperative,impAff,3p,repitan,Mismatch,Esperado: repetan
repetir,imperative,impNeg,2s_tu,no repitas,Mismatch,Esperado: no repetas
repetir,imperative,impNeg,2s_vos,no repitas,Mismatch,Esperado: no repetas
repetir,imperative,impNeg,3s,no repita,Mismatch,Esperado: no repeta
repetir,imperative,impNeg,1p,no repitamos,Mismatch,Esperado: no repetamos
repetir,imperative,impNeg,2p_vosotros,no repitáis,Mismatch,Esperado: no repetáis
repetir,imperative,impNeg,3p,no repitan,Mismatch,Esperado: no repetan
morir,indicative,pres,1s,muero,Mismatch,Esperado: moro
morir,indicative,pres,2s_tu,mueres,Mismatch,Esperado: mores
morir,indicative,pres,2s_vos,morís,Mismatch, | 'accepts' inválido para tu: mueres (esperado mores)
morir,indicative,pres,3s,muere,Mismatch,Esperado: more
morir,indicative,pres,3p,mueren,Mismatch,Esperado: moren
morir,indicative,pretIndef,3s,murió,Mismatch,Esperado: morió
morir,indicative,pretIndef,3p,murieron,Mismatch,Esperado: morieron
morir,nonfinite,ger,,muriendo,Mismatch,Esperado: moriendo
morir,nonfinite,part,,muerto,Mismatch,Esperado: morido
morir,indicative,pretPerf,1s,he muerto,Mismatch,Esperado: he morido
morir,indicative,pretPerf,2s_tu,has muerto,Mismatch,Esperado: has morido
morir,indicative,pretPerf,2s_vos,has muerto,Mismatch,Esperado: has morido
morir,indicative,pretPerf,3s,ha muerto,Mismatch,Esperado: ha morido
morir,indicative,pretPerf,1p,hemos muerto,Mismatch,Esperado: hemos morido
morir,indicative,pretPerf,2p_vosotros,habéis muerto,Mismatch,Esperado: habéis morido
morir,indicative,pretPerf,3p,han muerto,Mismatch,Esperado: han morido
morir,indicative,plusc,1s,había muerto,Mismatch,Esperado: había morido
morir,indicative,plusc,2s_tu,habías muerto,Mismatch,Esperado: habías morido
morir,indicative,plusc,2s_vos,habías muerto,Mismatch,Esperado: habías morido
morir,indicative,plusc,3s,había muerto,Mismatch,Esperado: había morido
morir,indicative,plusc,1p,habíamos muerto,Mismatch,Esperado: habíamos morido
morir,indicative,plusc,2p_vosotros,habíais muerto,Mismatch,Esperado: habíais morido
morir,indicative,plusc,3p,habían muerto,Mismatch,Esperado: habían morido
morir,indicative,futPerf,1s,habré muerto,Mismatch,Esperado: habré morido
morir,indicative,futPerf,2s_tu,habrás muerto,Mismatch,Esperado: habrás morido
morir,indicative,futPerf,2s_vos,habrás muerto,Mismatch,Esperado: habrás morido
morir,indicative,futPerf,3s,habrá muerto,Mismatch,Esperado: habrá morido
morir,indicative,futPerf,1p,habremos muerto,Mismatch,Esperado: habremos morido
morir,indicative,futPerf,2p_vosotros,habréis muerto,Mismatch,Esperado: habréis morido
morir,indicative,futPerf,3p,habrán muerto,Mismatch,Esperado: habrán morido
morir,conditional,condPerf,1s,habría muerto,Mismatch,Esperado: habría morido
morir,conditional,condPerf,2s_tu,habrías muerto,Mismatch,Esperado: habrías morido
morir,conditional,condPerf,2s_vos,habrías muerto,Mismatch,Esperado: habrías morido
morir,conditional,condPerf,3s,habría muerto,Mismatch,Esperado: habría morido
morir,conditional,condPerf,1p,habríamos muerto,Mismatch,Esperado: habríamos morido
morir,conditional,condPerf,2p_vosotros,habríais muerto,Mismatch,Esperado: habríais morido
morir,conditional,condPerf,3p,habrían muerto,Mismatch,Esperado: habrían morido
morir,subjunctive,subjPerf,1s,haya muerto,Mismatch,Esperado: haya morido
morir,subjunctive,subjPerf,2s_tu,hayas muerto,Mismatch,Esperado: hayas morido
morir,subjunctive,subjPerf,2s_vos,hayas muerto,Mismatch,Esperado: hayas morido
morir,subjunctive,subjPerf,3s,haya muerto,Mismatch,Esperado: haya morido
morir,subjunctive,subjPerf,1p,hayamos muerto,Mismatch,Esperado: hayamos morido
morir,subjunctive,subjPerf,2p_vosotros,hayáis muerto,Mismatch,Esperado: hayáis morido
morir,subjunctive,subjPerf,3p,hayan muerto,Mismatch,Esperado: hayan morido
morir,subjunctive,subjPlusc,1s,hubiera muerto,Mismatch,"Esperado: ['hubiera morido', 'hubiese morido']"
morir,subjunctive,subjPlusc,2s_tu,hubieras muerto,Mismatch,"Esperado: ['hubieras morido', 'hubieses morido']"
morir,subjunctive,subjPlusc,2s_vos,hubieras muerto,Mismatch,"Esperado: ['hubieras morido', 'hubieses morido']"
morir,subjunctive,subjPlusc,3s,hubiera muerto,Mismatch,"Esperado: ['hubiera morido', 'hubiese morido']"
morir,subjunctive,subjPlusc,1p,hubiéramos muerto,Mismatch,"Esperado: ['hubiéramos morido', 'hubiésemos morido']"
morir,subjunctive,subjPlusc,2p_vosotros,hubierais muerto,Mismatch,"Esperado: ['hubierais morido', 'hubieseis morido']"
morir,subjunctive,subjPlusc,3p,hubieran muerto,Mismatch,"Esperado: ['hubieran morido', 'hubiesen morido']"
morir,subjunctive,subjImpf,1s,murra,Unknown-tense,No hay generador para este modo/tiempo
morir,subjunctive,subjImpf,2s_tu,murras,Unknown-tense,No hay generador para este modo/tiempo
morir,subjunctive,subjImpf,2s_vos,murras,Unknown-tense,No hay generador para este modo/tiempo
morir,subjunctive,subjImpf,3s,murra,Unknown-tense,No hay generador para este modo/tiempo
morir,subjunctive,subjImpf,1p,múrramos,Unknown-tense,No hay generador para este modo/tiempo
morir,subjunctive,subjImpf,2p_vosotros,murrais,Unknown-tense,No hay generador para este modo/tiempo
morir,subjunctive,subjImpf,3p,murran,Unknown-tense,No hay generador para este modo/tiempo
morir,subjunctive,subjPres,1s,muera,Mismatch,Esperado: mora
morir,subjunctive,subjPres,2s_tu,mueras,Mismatch,Esperado: moras
morir,subjunctive,subjPres,2s_vos,mueras,Mismatch,Esperado: moras
morir,subjunctive,subjPres,3s,muera,Mismatch,Esperado: mora
morir,subjunctive,subjPres,1p,muramos,Mismatch,Esperado: moramos
morir,subjunctive,subjPres,2p_vosotros,muráis,Mismatch,Esperado: moráis
morir,subjunctive,subjPres,3p,mueran,Mismatch,Esperado: moran
morir,imperative,impAff,3s,muera,Mismatch,Esperado: mora
morir,imperative,impAff,1p,muramos,Mismatch,Esperado: moramos
morir,imperative,impAff,3p,mueran,Mismatch,Esperado: moran
morir,imperative,impNeg,2s_tu,no mueras,Mismatch,Esperado: no moras
morir,imperative,impNeg,2s_vos,no mueras,Mismatch,Esperado: no moras
morir,imperative,impNeg,3s,no muera,Mismatch,Esperado: no mora
morir,imperative,impNeg,1p,no muramos,Mismatch,Esperado: no moramos
morir,imperative,impNeg,2p_vosotros,no muráis,Mismatch,Esperado: no moráis
morir,imperative,impNeg,3p,no mueran,Mismatch,Esperado: no moran
sacar,indicative,pretIndef,1s,saqué,Mismatch,Esperado: sacé
sacar,subjunctive,pres,1s,saque,Unknown-tense,No hay generador para este modo/tiempo
sacar,subjunctive,pres,2s_tu,saques,Unknown-tense,No hay generador para este modo/tiempo
sacar,subjunctive,pres,3s,saque,Unknown-tense,No hay generador para este modo/tiempo
sacar,subjunctive,pres,1p,saquemos,Unknown-tense,No hay generador para este modo/tiempo
sacar,subjunctive,pres,2p_vosotros,saquéis,Unknown-tense,No hay generador para este modo/tiempo
sacar,subjunctive,pres,3p,saquen,Unknown-tense,No hay generador para este modo/tiempo
sacar,subjunctive,subjPres,1s,saque,Mismatch,Esperado: sace
sacar,subjunctive,subjPres,2s_tu,saques,Mismatch,Esperado: saces
sacar,subjunctive,subjPres,2s_vos,saques,Mismatch,Esperado: saces
sacar,subjunctive,subjPres,3s,saque,Mismatch,Esperado: sace
sacar,subjunctive,subjPres,1p,saquemos,Mismatch,Esperado: sacemos
sacar,subjunctive,subjPres,2p_vosotros,saquéis,Mismatch,Esperado: sacéis
sacar,subjunctive,subjPres,3p,saquen,Mismatch,Esperado: sacen
sacar,imperative,impAff,3s,saque,Mismatch,Esperado: sace
sacar,imperative,impAff,1p,saquemos,Mismatch,Esperado: sacemos
sacar,imperative,impAff,3p,saquen,Mismatch,Esperado: sacen
sacar,imperative,impNeg,2s_tu,no saques,Mismatch,Esperado: no saces
sacar,imperative,impNeg,2s_vos,no saques,Mismatch,Esperado: no saces
sacar,imperative,impNeg,3s,no saque,Mismatch,Esperado: no sace
sacar,imperative,impNeg,1p,no saquemos,Mismatch,Esperado: no sacemos
sacar,imperative,impNeg,2p_vosotros,no saquéis,Mismatch,Esperado: no sacéis
sacar,imperative,impNeg,3p,no saquen,Mismatch,Esperado: no sacen
sacar,subjunctive,subjImpf,1s,sacara,Unknown-tense,No hay generador para este modo/tiempo
sacar,subjunctive,subjImpf,2s_tu,sacaras,Unknown-tense,No hay generador para este modo/tiempo
sacar,subjunctive,subjImpf,2s_vos,sacaras,Unknown-tense,No hay generador para este modo/tiempo
sacar,subjunctive,subjImpf,3s,sacara,Unknown-tense,No hay generador para este modo/tiempo
sacar,subjunctive,subjImpf,1p,sácramos,Unknown-tense,No hay generador para este modo/tiempo
sacar,subjunctive,subjImpf,2p_vosotros,sacarais,Unknown-tense,No hay generador para este modo/tiempo
sacar,subjunctive,subjImpf,3p,sacaran,Unknown-tense,No hay generador para este modo/tiempo
proteger,indicative,pres,1s,protejo,Mismatch,Esperado: protego
proteger,subjunctive,pres,1s,proteja,Unknown-tense,No hay generador para este modo/tiempo
proteger,subjunctive,pres,2s_tu,protejas,Unknown-tense,No hay generador para este modo/tiempo
proteger,subjunctive,pres,3s,proteja,Unknown-tense,No hay generador para este modo/tiempo
proteger,subjunctive,pres,1p,protejamos,Unknown-tense,No hay generador para este modo/tiempo
proteger,subjunctive,pres,2p_vosotros,protejáis,Unknown-tense,No hay generador para este modo/tiempo
proteger,subjunctive,pres,3p,protejan,Unknown-tense,No hay generador para este modo/tiempo
proteger,subjunctive,subjImpf,1s,protegara,Unknown-tense,No hay generador para este modo/tiempo
proteger,subjunctive,subjImpf,2s_tu,protegaras,Unknown-tense,No hay generador para este modo/tiempo
proteger,subjunctive,subjImpf,2s_vos,protegaras,Unknown-tense,No hay generador para este modo/tiempo
proteger,subjunctive,subjImpf,3s,protegara,Unknown-tense,No hay generador para este modo/tiempo
proteger,subjunctive,subjImpf,1p,protegáramos,Unknown-tense,No hay generador para este modo/tiempo
proteger,subjunctive,subjImpf,2p_vosotros,protegarais,Unknown-tense,No hay generador para este modo/tiempo
proteger,subjunctive,subjImpf,3p,protegaran,Unknown-tense,No hay generador para este modo/tiempo
proteger,subjunctive,subjPres,1s,proteja,Mismatch,Esperado: protega
proteger,subjunctive,subjPres,2s_tu,protejas,Mismatch,Esperado: protegas
proteger,subjunctive,subjPres,2s_vos,protejas,Mismatch,Esperado: protegas
proteger,subjunctive,subjPres,3s,proteja,Mismatch,Esperado: protega
proteger,subjunctive,subjPres,1p,protejamos,Mismatch,Esperado: protegamos
proteger,subjunctive,subjPres,2p_vosotros,protejáis,Mismatch,Esperado: protegáis
proteger,subjunctive,subjPres,3p,protejan,Mismatch,Esperado: protegan
proteger,imperative,impAff,3s,proteja,Mismatch,Esperado: protega
proteger,imperative,impAff,1p,protejamos,Mismatch,Esperado: protegamos
proteger,imperative,impAff,3p,protejan,Mismatch,Esperado: protegan
proteger,imperative,impNeg,2s_tu,no protejas,Mismatch,Esperado: no protegas
proteger,imperative,impNeg,2s_vos,no protejas,Mismatch,Esperado: no protegas
proteger,imperative,impNeg,3s,no proteja,Mismatch,Esperado: no protega
proteger,imperative,impNeg,1p,no protejamos,Mismatch,Esperado: no protegamos
proteger,imperative,impNeg,2p_vosotros,no protejáis,Mismatch,Esperado: no protegáis
proteger,imperative,impNeg,3p,no protejan,Mismatch,Esperado: no protegan
coger,indicative,pres,1s,cojo,Mismatch,Esperado: cogo
coger,subjunctive,pres,1s,coja,Unknown-tense,No hay generador para este modo/tiempo
coger,subjunctive,pres,2s_tu,cojas,Unknown-tense,No hay generador para este modo/tiempo
coger,subjunctive,pres,3s,coja,Unknown-tense,No hay generador para este modo/tiempo
coger,subjunctive,pres,1p,cojamos,Unknown-tense,No hay generador para este modo/tiempo
coger,subjunctive,pres,2p_vosotros,cojáis,Unknown-tense,No hay generador para este modo/tiempo
coger,subjunctive,pres,3p,cojan,Unknown-tense,No hay generador para este modo/tiempo
coger,subjunctive,subjImpf,1s,cogara,Unknown-tense,No hay generador para este modo/tiempo
coger,subjunctive,subjImpf,2s_tu,cogaras,Unknown-tense,No hay generador para este modo/tiempo
coger,subjunctive,subjImpf,2s_vos,cogaras,Unknown-tense,No hay generador para este modo/tiempo
coger,subjunctive,subjImpf,3s,cogara,Unknown-tense,No hay generador para este modo/tiempo
coger,subjunctive,subjImpf,1p,cogáramos,Unknown-tense,No hay generador para este modo/tiempo
coger,subjunctive,subjImpf,2p_vosotros,cogarais,Unknown-tense,No hay generador para este modo/tiempo
coger,subjunctive,subjImpf,3p,cogaran,Unknown-tense,No hay generador para este modo/tiempo
coger,subjunctive,subjPres,1s,coja,Mismatch,Esperado: coga
coger,subjunctive,subjPres,2s_tu,cojas,Mismatch,Esperado: cogas
coger,subjunctive,subjPres,2s_vos,cojas,Mismatch,Esperado: cogas
coger,subjunctive,subjPres,3s,coja,Mismatch,Esperado: coga
coger,subjunctive,subjPres,1p,cojamos,Mismatch,Esperado: cogamos
coger,subjunctive,subjPres,2p_vosotros,cojáis,Mismatch,Esperado: cogáis
coger,subjunctive,subjPres,3p,cojan,Mismatch,Esperado: cogan
coger,imperative,impAff,3s,coja,Mismatch,Esperado: coga
coger,imperative,impAff,1p,cojamos,Mismatch,Esperado: cogamos
coger,imperative,impAff,3p,cojan,Mismatch,Esperado: cogan
coger,imperative,impNeg,2s_tu,no cojas,Mismatch,Esperado: no cogas
coger,imperative,impNeg,2s_vos,no cojas,Mismatch,Esperado: no cogas
coger,imperative,impNeg,3s,no coja,Mismatch,Esperado: no coga
coger,imperative,impNeg,1p,no cojamos,Mismatch,Esperado: no cogamos
